word,frequency,zipf_score,doc_frequency,doc_ratio,corpus_importance,domain_specificity
bhishma,9,1.87,3,0.02,0.0022,0.0963
rupees,9,3.39,8,0.053,0.0022,0.1416
corrected,9,3.95,7,0.047,0.0022,0.1063
narrated,9,3.29,8,0.053,0.0022,0.1459
panchavati,9,0.0,3,0.02,0.0022,0.18
chitrangadha,9,0.0,3,0.02,0.0022,0.18
rama,9,3.25,6,0.04,0.0022,0.1108
jaily,9,0.0,3,0.02,0.0022,0.18
widening,9,3.44,3,0.02,0.0022,0.0523
accountant,9,3.76,6,0.04,0.0022,0.0957
rickshaws,9,2.25,3,0.02,0.0022,0.08
barred,9,3.71,6,0.04,0.0022,0.097
unsustainable,9,3.15,9,0.06,0.0022,0.1714
girdharlal,9,0.0,3,0.02,0.0022,0.18
accompanied,9,4.25,7,0.047,0.0022,0.0988
vicco,9,1.25,3,0.02,0.0022,0.144
contribution,9,4.34,6,0.04,0.0022,0.0829
palshi,9,0.0,3,0.02,0.0022,0.18
sublet,9,2.47,3,0.02,0.0022,0.0729
limits,9,4.47,8,0.053,0.0022,0.1074
satisfying,9,3.93,6,0.04,0.0022,0.0916
tayeng,9,0.0,3,0.02,0.0022,0.18
immoveable,9,1.4,6,0.04,0.0022,0.2571
mahatma,9,3.06,4,0.027,0.0022,0.0784
mentions,9,4.09,8,0.053,0.0022,0.1174
contemplation,9,3.15,8,0.053,0.0022,0.1524
intimated,9,2.54,8,0.053,0.0022,0.189
adumbrated,9,1.17,6,0.04,0.0022,0.3077
presume,9,3.62,6,0.04,0.0022,0.0994
anakapalli,9,0.0,3,0.02,0.0022,0.18
bone,9,4.47,5,0.033,0.0022,0.0671
homicidal,9,2.73,6,0.04,0.0022,0.1319
judicature,9,2.22,9,0.06,0.0022,0.2432
defend,9,4.47,3,0.02,0.0022,0.0403
entirety,9,3.69,8,0.053,0.0022,0.1301
ante,9,3.33,5,0.033,0.0022,0.0901
gruesome,9,3.27,6,0.04,0.0022,0.1101
obligatory,9,3.39,5,0.033,0.0022,0.0885
partly,9,4.3,6,0.04,0.0022,0.0837
allahabad,9,2.78,7,0.047,0.0022,0.1511
household,9,4.47,7,0.047,0.0022,0.094
refusing,9,3.99,5,0.033,0.0022,0.0752
vadha,9,0.0,3,0.02,0.0022,0.18
ballets,9,2.63,3,0.02,0.0022,0.0684
licences,9,3.33,6,0.04,0.0022,0.1081
renewed,9,4.04,6,0.04,0.0022,0.0891
anna,9,4.37,4,0.027,0.0022,0.0549
concurrently,9,3.26,9,0.06,0.0022,0.1656
trademark,9,3.89,1,0.007,0.0022,0.0154
thukral,9,1.13,1,0.007,0.0022,0.0531
presently,9,3.72,7,0.047,0.0022,0.1129
gained,9,4.49,9,0.06,0.0022,0.1203
yarn,9,3.6,6,0.04,0.0022,0.1
composite,9,3.94,8,0.053,0.0022,0.1218
devolution,9,3.06,3,0.02,0.0022,0.0588
quash,9,2.75,4,0.027,0.0022,0.0873
bureau,9,4.41,5,0.033,0.0022,0.068
retention,9,3.81,2,0.013,0.0022,0.0315
useless,9,4.22,3,0.02,0.0022,0.0427
reversed,9,3.88,9,0.06,0.0022,0.1392
asserted,9,3.59,8,0.053,0.0022,0.1337
jewellery,9,3.74,3,0.02,0.0022,0.0481
nonetheless,9,4.04,8,0.053,0.0022,0.1188
complained,9,3.99,6,0.04,0.0022,0.0902
dismissing,9,3.39,8,0.053,0.0022,0.1416
periodical,9,3.14,7,0.047,0.0022,0.1338
criticism,9,4.49,8,0.053,0.0022,0.1069
draftsmen,9,1.76,1,0.007,0.0022,0.0341
dpc,9,2.27,3,0.02,0.0022,0.0793
attributed,9,4.05,4,0.027,0.0022,0.0593
successors,9,3.38,4,0.027,0.0022,0.071
sundari,9,1.76,3,0.02,0.0022,0.1023
constable,9,3.79,8,0.053,0.0022,0.1266
som,9,3.19,3,0.02,0.0022,0.0564
enactments,9,2.51,4,0.027,0.0022,0.0956
promised,9,4.49,6,0.04,0.0022,0.0802
inadmissible,9,2.77,5,0.033,0.0022,0.1083
rope,9,4.06,4,0.027,0.0022,0.0591
confessional,9,3.05,3,0.02,0.0022,0.059
validly,9,2.53,8,0.053,0.0022,0.1897
goa,9,3.4,5,0.033,0.0022,0.0882
piracy,9,3.52,3,0.02,0.0022,0.0511
similarities,9,3.79,3,0.02,0.0022,0.0475
confining,9,2.61,4,0.027,0.0022,0.092
upto,9,3.21,7,0.047,0.0022,0.1308
communicated,9,3.53,6,0.04,0.0022,0.102
highlighted,9,3.89,4,0.027,0.0022,0.0617
moneys,9,2.68,5,0.033,0.0022,0.1119
matrimonial,9,2.9,6,0.04,0.0022,0.1241
detenu,9,0.0,2,0.013,0.0022,0.12
factum,9,1.77,9,0.06,0.0022,0.3051
reminded,9,4.17,3,0.02,0.0022,0.0432
sustain,9,3.93,9,0.06,0.0022,0.1374
defending,9,4.33,6,0.04,0.0022,0.0831
kewal,9,1.1,3,0.02,0.0022,0.1636
adjudicator,9,2.46,3,0.02,0.0022,0.0732
enquire,9,2.91,7,0.047,0.0022,0.1443
diwan,9,2.29,3,0.02,0.0022,0.0786
dependent,9,4.28,7,0.047,0.0022,0.0981
decreed,9,3.1,7,0.047,0.0022,0.1355
declares,9,3.71,4,0.027,0.0022,0.0647
subsist,9,2.55,7,0.047,0.0022,0.1647
tile,9,3.72,8,0.053,0.0022,0.129
sympathy,9,4.01,7,0.047,0.0022,0.1047
culprit,9,3.4,5,0.033,0.0022,0.0882
studying,9,4.42,6,0.04,0.0022,0.0814
competing,9,4.22,8,0.053,0.0022,0.1137
governing,9,4.12,9,0.06,0.0022,0.1311
pipe,9,4.25,3,0.02,0.0022,0.0424
lakhs,9,3.08,6,0.04,0.0022,0.1169
dhawan,9,2.71,2,0.013,0.0022,0.0443
defining,9,3.96,6,0.04,0.0022,0.0909
vacant,9,3.8,7,0.047,0.0022,0.1105
promulgated,9,2.98,6,0.04,0.0022,0.1208
merge,9,3.75,4,0.027,0.0022,0.064
prevented,9,4.09,3,0.02,0.0022,0.044
lincesee,9,0.0,3,0.02,0.0022,0.18
hajur,9,0.0,3,0.02,0.0022,0.18
immaterial,9,2.89,8,0.053,0.0022,0.1661
deposition,9,3.51,5,0.033,0.0022,0.0855
seeks,9,4.13,9,0.06,0.0022,0.1308
jurisprudence,9,3.14,6,0.04,0.0022,0.1146
intestacy,9,1.64,3,0.02,0.0022,0.1098
corroborated,9,2.92,6,0.04,0.0022,0.1233
warranted,9,3.4,7,0.047,0.0022,0.1235
mutually,9,3.68,4,0.027,0.0022,0.0652
vary,9,4.25,9,0.06,0.0022,0.1271
rectifying,9,2.4,8,0.053,0.0022,0.2
infringed,9,3.03,6,0.04,0.0022,0.1188
determines,9,3.77,8,0.053,0.0022,0.1273
acquiring,9,3.8,8,0.053,0.0022,0.1263
rejecting,9,3.59,7,0.047,0.0022,0.117
displaced,9,3.8,3,0.02,0.0022,0.0474
lakshminarayana,9,0.0,4,0.027,0.0022,0.24
upholding,9,3.17,9,0.06,0.0022,0.1703
omitted,9,3.53,7,0.047,0.0022,0.119
welfare,9,4.43,8,0.053,0.0022,0.1084
haji,9,2.81,3,0.02,0.0022,0.0641
migrated,9,3.31,3,0.02,0.0022,0.0544
newspapers,9,4.25,6,0.04,0.0022,0.0847
pharsi,9,0.0,3,0.02,0.0022,0.18
surviving,9,4.03,7,0.047,0.0022,0.1042
genu,8,1.7,3,0.02,0.002,0.0941
kumari,8,2.36,6,0.04,0.002,0.1356
vaginal,8,3.44,6,0.04,0.002,0.093
classified,8,4.26,7,0.047,0.002,0.0876
rental,8,4.1,3,0.02,0.002,0.039
circular,8,3.96,4,0.027,0.002,0.0539
approve,8,4.08,5,0.033,0.002,0.0654
purohit,8,1.89,4,0.027,0.002,0.1129
impress,8,3.93,8,0.053,0.002,0.1086
logo,8,4.28,4,0.027,0.002,0.0498
dural,8,2.14,3,0.02,0.002,0.0748
prevailed,8,3.41,7,0.047,0.002,0.1095
saree,8,2.63,3,0.02,0.002,0.0608
hereinabove,8,1.44,6,0.04,0.002,0.2222
rival,8,4.18,8,0.053,0.002,0.1021
railway,8,4.46,5,0.033,0.002,0.0598
elt,8,2.38,3,0.02,0.002,0.0672
derived,8,4.29,7,0.047,0.002,0.087
judging,8,4.05,6,0.04,0.002,0.079
kadu,8,1.57,3,0.02,0.002,0.1019
sharda,8,1.84,3,0.02,0.002,0.087
heir,8,3.89,4,0.027,0.002,0.0548
affiliated,8,3.96,7,0.047,0.002,0.0943
viewed,8,4.31,7,0.047,0.002,0.0866
prevail,8,3.55,7,0.047,0.002,0.1052
affects,8,4.16,5,0.033,0.002,0.0641
retired,8,4.44,7,0.047,0.002,0.0841
continuing,8,4.48,6,0.04,0.002,0.0714
exists,8,4.48,7,0.047,0.002,0.0833
tantamount,8,2.93,8,0.053,0.002,0.1456
enabled,8,4.11,5,0.033,0.002,0.0649
creates,8,4.28,7,0.047,0.002,0.0872
fulfilment,8,2.97,6,0.04,0.002,0.1077
postmortem,8,2.75,6,0.04,0.002,0.1164
collaboration,8,4.28,4,0.027,0.002,0.0498
violative,8,1.75,7,0.047,0.002,0.2133
contradictory,8,3.48,8,0.053,0.002,0.1226
krishnan,8,2.48,4,0.027,0.002,0.086
equated,8,2.98,8,0.053,0.002,0.1432
delivering,8,4.09,8,0.053,0.002,0.1043
referable,8,1.67,7,0.047,0.002,0.2236
defect,8,3.68,6,0.04,0.002,0.087
fifty,8,4.29,5,0.033,0.002,0.0622
verify,8,3.88,6,0.04,0.002,0.0825
exported,8,3.56,4,0.027,0.002,0.0599
surrendered,8,3.63,7,0.047,0.002,0.1028
substitute,8,4.17,6,0.04,0.002,0.0767
invite,8,4.3,7,0.047,0.002,0.0868
aggregate,8,3.94,7,0.047,0.002,0.0948
identical,8,4.21,6,0.04,0.002,0.076
implicit,8,3.45,7,0.047,0.002,0.1082
squarely,8,3.16,7,0.047,0.002,0.1181
succeeding,8,3.63,6,0.04,0.002,0.0882
accepting,8,4.18,7,0.047,0.002,0.0893
deny,8,4.34,5,0.033,0.002,0.0614
sarita,8,2.3,3,0.02,0.002,0.0696
verandah,8,2.63,5,0.033,0.002,0.1014
arbitrarily,8,3.22,7,0.047,0.002,0.1159
represents,8,4.48,6,0.04,0.002,0.0714
conversion,8,4.24,5,0.033,0.002,0.0629
requesting,8,3.8,7,0.047,0.002,0.0982
grandsons,8,2.81,1,0.007,0.002,0.019
conjunction,8,3.93,7,0.047,0.002,0.095
rejoinder,8,2.2,3,0.02,0.002,0.0727
mechanical,8,4.33,2,0.013,0.002,0.0246
proposals,8,4.2,7,0.047,0.002,0.0889
coordination,8,3.9,5,0.033,0.002,0.0684
qualifying,8,4.01,8,0.053,0.002,0.1064
forcibly,8,3.46,5,0.033,0.002,0.0771
bulbs,8,3.55,3,0.02,0.002,0.0451
revising,8,3.18,3,0.02,0.002,0.0503
authorised,8,3.61,5,0.033,0.002,0.0739
aiyar,8,1.79,3,0.02,0.002,0.0894
treasury,8,4.24,6,0.04,0.002,0.0755
unfair,8,4.17,7,0.047,0.002,0.0895
universal,8,4.49,8,0.053,0.002,0.095
factories,8,3.95,6,0.04,0.002,0.081
juncture,8,3.03,7,0.047,0.002,0.1232
barrel,8,4.17,3,0.02,0.002,0.0384
ingredient,8,3.74,5,0.033,0.002,0.0713
associates,8,4.14,7,0.047,0.002,0.0902
speaks,8,4.43,4,0.027,0.002,0.0482
satnam,8,1.71,3,0.02,0.002,0.0936
harjinder,8,1.14,3,0.02,0.002,0.1404
transferable,8,3.06,6,0.04,0.002,0.1046
complying,8,3.21,5,0.033,0.002,0.0831
upward,8,3.71,7,0.047,0.002,0.1006
ramesh,8,2.77,5,0.033,0.002,0.0963
mentioning,8,3.75,7,0.047,0.002,0.0996
stabbed,8,3.9,4,0.027,0.002,0.0547
cal,8,4.01,4,0.027,0.002,0.0532
probationer,8,1.81,6,0.04,0.002,0.1768
qualifications,8,3.88,8,0.053,0.002,0.11
commencing,8,3.25,5,0.033,0.002,0.0821
rushed,8,3.98,7,0.047,0.002,0.0938
remedies,8,3.83,5,0.033,0.002,0.0696
mill,8,4.38,4,0.027,0.002,0.0487
murdered,8,4.32,6,0.04,0.002,0.0741
woke,8,4.22,3,0.02,0.002,0.0379
removing,8,4.26,5,0.033,0.002,0.0626
residence,8,4.36,8,0.053,0.002,0.0979
cumulative,8,3.55,5,0.033,0.002,0.0751
annexures,8,1.03,5,0.033,0.002,0.2589
expressing,8,3.99,7,0.047,0.002,0.0936
assignee,8,2.18,3,0.02,0.002,0.0734
hardie,8,2.72,4,0.027,0.002,0.0784
agreements,8,4.12,5,0.033,0.002,0.0647
auditors,8,3.25,4,0.027,0.002,0.0656
lathi,8,1.82,4,0.027,0.002,0.1172
ministerial,8,3.55,3,0.02,0.002,0.0451
tendered,8,3.05,3,0.02,0.002,0.0525
compelled,8,3.72,5,0.033,0.002,0.0717
quarrel,8,3.31,6,0.04,0.002,0.0967
baksh,8,1.61,1,0.007,0.002,0.0331
hereby,8,3.6,7,0.047,0.002,0.1037
perused,8,2.26,8,0.053,0.002,0.1888
reside,8,3.67,3,0.02,0.002,0.0436
certified,8,4.23,7,0.047,0.002,0.0883
inspected,8,3.51,7,0.047,0.002,0.1064
prospects,8,4.07,6,0.04,0.002,0.0786
wag,8,3.03,4,0.027,0.002,0.0704
gunthas,8,0.0,4,0.027,0.002,0.2133
hon,8,3.89,8,0.053,0.002,0.1097
ble,8,2.62,8,0.053,0.002,0.1628
grave,8,4.31,7,0.047,0.002,0.0866
speedy,8,3.65,5,0.033,0.002,0.0731
extensively,8,3.87,8,0.053,0.002,0.1102
efflux,8,2.3,3,0.02,0.002,0.0696
participated,8,4.01,4,0.027,0.002,0.0532
refrained,8,2.85,8,0.053,0.002,0.1497
explaining,8,4.23,7,0.047,0.002,0.0883
impose,8,3.92,7,0.047,0.002,0.0952
motorcycle,8,4.07,6,0.04,0.002,0.0786
patil,8,2.62,5,0.033,0.002,0.1018
suits,8,4.25,4,0.027,0.002,0.0502
tubes,8,3.94,3,0.02,0.002,0.0406
attendant,8,3.6,7,0.047,0.002,0.1037
contracts,8,4.4,5,0.033,0.002,0.0606
shadow,8,4.44,8,0.053,0.002,0.0961
subs,8,3.7,7,0.047,0.002,0.1009
divorce,8,4.36,3,0.02,0.002,0.0367
gratia,8,2.35,5,0.033,0.002,0.1135
dissolution,8,3.61,4,0.027,0.002,0.0591
differently,8,4.23,8,0.053,0.002,0.1009
bahadur,8,2.73,6,0.04,0.002,0.1172
recited,8,3.14,5,0.033,0.002,0.0849
amending,8,3.0,7,0.047,0.002,0.1244
sticks,8,4.14,3,0.02,0.002,0.0386
metropolitan,8,4.18,3,0.02,0.002,0.0383
patiala,8,2.33,4,0.027,0.002,0.0916
partial,8,4.17,4,0.027,0.002,0.0512
sevayats,8,0.0,3,0.02,0.002,0.16
acquires,8,3.29,8,0.053,0.002,0.1297
hindustan,8,2.95,6,0.04,0.002,0.1085
slab,8,3.49,4,0.027,0.002,0.0611
strenuously,8,2.67,8,0.053,0.002,0.1598
sword,8,4.37,3,0.02,0.002,0.0366
clerk,8,4.0,4,0.027,0.002,0.0533
draughtsman,8,2.42,3,0.02,0.002,0.0661
transfers,8,4.02,5,0.033,0.002,0.0663
affecting,8,4.07,8,0.053,0.002,0.1048
legitimately,8,3.36,4,0.027,0.002,0.0635
telecast,8,3.07,3,0.02,0.002,0.0521
popularity,8,4.24,3,0.02,0.002,0.0377
oberoi,8,2.32,3,0.02,0.002,0.069
integrated,8,4.29,7,0.047,0.002,0.087
succeeded,8,4.14,4,0.027,0.002,0.0515
titles,8,4.41,3,0.02,0.002,0.0363
dispensed,8,2.99,3,0.02,0.002,0.0535
overt,7,3.31,3,0.02,0.0017,0.0423
alienating,7,3.0,3,0.02,0.0017,0.0467
budhsen,7,0.0,3,0.02,0.0017,0.14
resided,7,3.33,3,0.02,0.0017,0.042
jitendra,7,1.95,1,0.007,0.0017,0.0239
pardeep,7,1.23,2,0.013,0.0017,0.0759
contemplates,7,2.75,5,0.033,0.0017,0.0848
convenience,7,4.02,7,0.047,0.0017,0.0813
unfortunate,7,4.12,7,0.047,0.0017,0.0793
parades,7,3.29,3,0.02,0.0017,0.0426
kotputli,7,0.0,3,0.02,0.0017,0.14
nowhere,7,4.4,6,0.04,0.0017,0.0636
obliged,7,3.77,7,0.047,0.0017,0.0866
asphyxia,7,2.41,6,0.04,0.0017,0.1162
baniyan,7,0.0,2,0.013,0.0017,0.0933
bride,7,4.08,3,0.02,0.0017,0.0343
touched,7,4.3,4,0.027,0.0017,0.0434
appraisal,7,3.43,2,0.013,0.0017,0.0272
slight,7,4.22,7,0.047,0.0017,0.0774
conceded,7,3.63,6,0.04,0.0017,0.0771
discussing,7,4.23,6,0.04,0.0017,0.0662
enforcement,7,4.45,7,0.047,0.0017,0.0734
precise,7,4.13,7,0.047,0.0017,0.0791
contends,7,3.16,2,0.013,0.0017,0.0295
farms,7,4.14,2,0.013,0.0017,0.0225
chemicals,7,4.17,7,0.047,0.0017,0.0783
measuring,7,4.07,7,0.047,0.0017,0.0803
noticing,7,3.64,7,0.047,0.0017,0.0897
assigning,7,3.28,6,0.04,0.0017,0.0854
royalty,7,3.8,2,0.013,0.0017,0.0246
tied,7,4.47,4,0.027,0.0017,0.0418
cpc,7,3.16,5,0.033,0.0017,0.0738
analogous,7,3.36,3,0.02,0.0017,0.0417
termed,7,3.62,7,0.047,0.0017,0.0902
thimet,7,0.0,3,0.02,0.0017,0.14
sumanbai,7,0.0,3,0.02,0.0017,0.14
plausible,7,3.64,6,0.04,0.0017,0.0769
silentio,7,1.21,3,0.02,0.0017,0.1157
tukaram,7,1.47,1,0.007,0.0017,0.0317
rests,7,3.64,6,0.04,0.0017,0.0769
implementation,7,4.31,4,0.027,0.0017,0.0433
enforced,7,3.79,5,0.033,0.0017,0.0616
unjust,7,3.43,6,0.04,0.0017,0.0816
hazardous,7,3.71,6,0.04,0.0017,0.0755
anand,7,3.1,6,0.04,0.0017,0.0903
satisfactorily,7,2.83,6,0.04,0.0017,0.0989
plantations,7,3.46,3,0.02,0.0017,0.0405
favourable,7,3.53,7,0.047,0.0017,0.0925
demised,7,1.54,4,0.027,0.0017,0.1212
entertaining,7,4.11,4,0.027,0.0017,0.0454
lenient,7,3.13,4,0.027,0.0017,0.0596
memorandum,7,3.47,6,0.04,0.0017,0.0807
assessments,7,3.79,4,0.027,0.0017,0.0493
ancillary,7,3.06,2,0.013,0.0017,0.0305
intrinsically,7,3.06,6,0.04,0.0017,0.0915
mutual,7,4.26,6,0.04,0.0017,0.0657
enunciated,7,2.19,7,0.047,0.0017,0.1492
lodging,7,3.44,7,0.047,0.0017,0.095
paise,7,2.24,4,0.027,0.0017,0.0833
kanpur,7,2.64,3,0.02,0.0017,0.053
edn,7,2.63,6,0.04,0.0017,0.1065
expects,7,3.89,3,0.02,0.0017,0.036
ker,7,2.76,3,0.02,0.0017,0.0507
organisation,7,4.36,6,0.04,0.0017,0.0642
formalities,7,2.93,7,0.047,0.0017,0.1115
instructed,7,3.84,7,0.047,0.0017,0.0851
trials,7,4.32,2,0.013,0.0017,0.0216
sealed,7,4.12,6,0.04,0.0017,0.068
burns,7,4.24,6,0.04,0.0017,0.066
dixit,7,2.53,5,0.033,0.0017,0.0922
ganesh,7,2.95,3,0.02,0.0017,0.0475
concessional,7,2.32,6,0.04,0.0017,0.1207
erected,7,3.85,3,0.02,0.0017,0.0364
summary,7,4.37,7,0.047,0.0017,0.0748
obstruction,7,3.55,4,0.027,0.0017,0.0526
subcl,7,0.0,3,0.02,0.0017,0.14
inspect,7,3.63,6,0.04,0.0017,0.0771
commitment,7,4.43,6,0.04,0.0017,0.0632
accommodation,7,4.06,7,0.047,0.0017,0.0805
disentitle,7,0.0,7,0.047,0.0017,0.3267
compulsory,7,3.7,4,0.027,0.0017,0.0505
wager,7,3.43,6,0.04,0.0017,0.0816
unassailable,7,2.54,7,0.047,0.0017,0.1286
inclined,7,3.87,4,0.027,0.0017,0.0482
amplitude,7,3.28,6,0.04,0.0017,0.0854
lordships,7,2.36,5,0.033,0.0017,0.0989
correctly,7,4.21,6,0.04,0.0017,0.0665
declined,7,4.21,6,0.04,0.0017,0.0665
subsidy,7,3.56,3,0.02,0.0017,0.0393
accord,7,3.81,6,0.04,0.0017,0.0735
achieved,7,4.49,7,0.047,0.0017,0.0728
ensuring,7,4.0,7,0.047,0.0017,0.0817
uphold,7,3.52,7,0.047,0.0017,0.0928
sixty,7,3.93,5,0.033,0.0017,0.0594
tehsil,7,1.98,4,0.027,0.0017,0.0943
chari,7,2.04,2,0.013,0.0017,0.0458
detenue,7,0.0,3,0.02,0.0017,0.14
paras,7,2.68,3,0.02,0.0017,0.0522
distributors,7,3.6,4,0.027,0.0017,0.0519
packing,7,4.06,2,0.013,0.0017,0.023
harm,7,4.47,5,0.033,0.0017,0.0522
ulterior,7,2.89,6,0.04,0.0017,0.0969
touchstone,7,2.85,6,0.04,0.0017,0.0982
discernible,7,2.97,3,0.02,0.0017,0.0471
adjustments,7,3.82,6,0.04,0.0017,0.0733
belief,7,4.46,4,0.027,0.0017,0.0419
daljitgarh,7,0.0,3,0.02,0.0017,0.14
jivarak,7,0.0,3,0.02,0.0017,0.14
deprived,7,3.69,6,0.04,0.0017,0.0759
operational,7,4.21,4,0.027,0.0017,0.0443
attending,7,4.31,5,0.033,0.0017,0.0541
fulfil,7,3.55,6,0.04,0.0017,0.0789
ensued,7,3.34,6,0.04,0.0017,0.0838
sugarcane,7,2.96,5,0.033,0.0017,0.0788
processed,7,3.96,6,0.04,0.0017,0.0707
goburdhan,7,0.0,1,0.007,0.0017,0.0467
charring,7,2.05,3,0.02,0.0017,0.0683
charging,7,4.17,7,0.047,0.0017,0.0783
taluka,7,2.08,2,0.013,0.0017,0.0449
ocular,7,2.94,2,0.013,0.0017,0.0317
annoyed,7,3.95,4,0.027,0.0017,0.0473
psi,7,3.45,3,0.02,0.0017,0.0406
authenticated,7,2.93,3,0.02,0.0017,0.0478
erroneously,7,3.08,7,0.047,0.0017,0.1061
contributed,7,4.39,6,0.04,0.0017,0.0638
interfered,7,3.21,7,0.047,0.0017,0.1018
corroborate,7,2.92,7,0.047,0.0017,0.1119
incidents,7,4.15,7,0.047,0.0017,0.0787
bihar,7,3.28,6,0.04,0.0017,0.0854
override,7,3.42,4,0.027,0.0017,0.0546
boating,7,3.33,3,0.02,0.0017,0.042
harish,7,2.26,3,0.02,0.0017,0.0619
overseas,7,4.29,4,0.027,0.0017,0.0435
touching,7,4.22,7,0.047,0.0017,0.0774
interfering,7,3.53,7,0.047,0.0017,0.0925
rescue,7,4.48,7,0.047,0.0017,0.0729
overlooked,7,3.82,7,0.047,0.0017,0.0855
forthwith,7,2.65,7,0.047,0.0017,0.1233
devoid,7,3.42,6,0.04,0.0017,0.0819
sharers,7,2.04,3,0.02,0.0017,0.0686
respects,7,3.9,7,0.047,0.0017,0.0838
corpus,7,3.64,5,0.033,0.0017,0.0641
inform,7,4.15,7,0.047,0.0017,0.0787
proving,7,4.0,6,0.04,0.0017,0.07
subsisting,7,2.22,3,0.02,0.0017,0.0631
litigant,7,2.26,6,0.04,0.0017,0.1239
emerges,7,3.61,7,0.047,0.0017,0.0905
disclosure,7,4.0,5,0.033,0.0017,0.0583
accepts,7,3.88,5,0.033,0.0017,0.0601
probationers,7,1.87,3,0.02,0.0017,0.0749
continuously,7,3.97,6,0.04,0.0017,0.0705
nagar,7,3.07,7,0.047,0.0017,0.1064
panaji,7,1.86,3,0.02,0.0017,0.0753
ear,7,4.43,4,0.027,0.0017,0.0421
trustworthy,7,3.51,6,0.04,0.0017,0.0798
addl,7,1.62,5,0.033,0.0017,0.144
consulting,7,4.06,3,0.02,0.0017,0.0345
presumed,7,3.62,7,0.047,0.0017,0.0902
excavation,7,3.46,2,0.013,0.0017,0.027
lpa,7,2.23,3,0.02,0.0017,0.0628
probate,7,3.16,3,0.02,0.0017,0.0443
redelivery,7,1.54,4,0.027,0.0017,0.1212
unni,7,2.41,3,0.02,0.0017,0.0581
com,7,4.22,3,0.02,0.0017,0.0332
retained,7,4.07,5,0.033,0.0017,0.0573
automobiles,7,3.49,3,0.02,0.0017,0.0401
suffers,7,3.83,6,0.04,0.0017,0.0731
adduce,7,1.68,7,0.047,0.0017,0.1944
extensive,7,4.49,7,0.047,0.0017,0.0728
appointees,7,3.0,4,0.027,0.0017,0.0622
recruitments,7,1.71,6,0.04,0.0017,0.1637
prem,7,3.28,7,0.047,0.0017,0.0996
subsistence,7,3.11,6,0.04,0.0017,0.09
pointing,7,4.2,6,0.04,0.0017,0.0667
tendency,7,3.96,4,0.027,0.0017,0.0471
tuition,7,3.97,6,0.04,0.0017,0.0705
unaided,7,2.63,4,0.027,0.0017,0.071
deprive,7,3.19,4,0.027,0.0017,0.0585
interpretations,7,3.63,6,0.04,0.0017,0.0771
possesses,7,3.61,7,0.047,0.0017,0.0905
confirming,7,3.67,7,0.047,0.0017,0.089
meenakshi,7,2.16,4,0.027,0.0017,0.0864
patentee,7,1.99,1,0.007,0.0017,0.0235
interregnum,7,2.21,3,0.02,0.0017,0.0633
successor,7,3.99,7,0.047,0.0017,0.0819
essentially,7,4.42,7,0.047,0.0017,0.0739
corrigendum,7,1.61,4,0.027,0.0017,0.1159
theatrical,7,3.68,3,0.02,0.0017,0.038
derive,7,3.51,7,0.047,0.0017,0.0931
correction,7,3.95,4,0.027,0.0017,0.0473
utter,7,3.85,7,0.047,0.0017,0.0848
entrance,7,4.39,4,0.027,0.0017,0.0425
schemes,7,4.03,4,0.027,0.0017,0.0463
charan,7,2.36,3,0.02,0.0017,0.0593
briefly,7,4.22,7,0.047,0.0017,0.0774
abused,7,4.0,6,0.04,0.0017,0.07
aforestated,7,0.0,6,0.04,0.0017,0.28
quasijudicial,7,0.0,1,0.007,0.0017,0.0467
occasionally,7,4.39,4,0.027,0.0017,0.0425
accountants,7,3.47,4,0.027,0.0017,0.0538
hesitation,7,3.55,6,0.04,0.0017,0.0789
spoken,7,4.45,6,0.04,0.0017,0.0629
convert,7,4.11,7,0.047,0.0017,0.0795
implicate,7,2.84,6,0.04,0.0017,0.0986
clarify,7,3.85,6,0.04,0.0017,0.0727
kabushiki,7,1.59,5,0.033,0.0017,0.1468
automatic,7,4.36,5,0.033,0.0017,0.0535
prerogative,7,3.08,3,0.02,0.0017,0.0455
kishore,7,2.44,5,0.033,0.0017,0.0956
inferior,7,3.81,3,0.02,0.0017,0.0367
stipulation,7,2.92,6,0.04,0.0017,0.0959
kaisha,7,1.95,5,0.033,0.0017,0.1197
toshiba,7,3.04,5,0.033,0.0017,0.0768
admitting,7,3.8,6,0.04,0.0017,0.0737
banerjee,7,2.76,4,0.027,0.0017,0.0676
illegality,7,2.66,7,0.047,0.0017,0.1228
warranting,7,2.2,7,0.047,0.0017,0.1485
adopting,7,3.78,7,0.047,0.0017,0.0864
inflicting,7,3.09,6,0.04,0.0017,0.0906
prosecuted,7,3.61,7,0.047,0.0017,0.0905
barlagan,7,0.0,3,0.02,0.0017,0.14
commerce,7,4.37,3,0.02,0.0017,0.032
establishes,7,3.47,7,0.047,0.0017,0.0941
shock,7,4.46,7,0.047,0.0017,0.0732
conception,7,3.75,3,0.02,0.0017,0.0373
contractual,7,3.43,6,0.04,0.0017,0.0816
protest,7,4.45,3,0.02,0.0017,0.0315
zamindari,7,1.74,3,0.02,0.0017,0.0805
owing,7,3.73,5,0.033,0.0017,0.0626
ruling,7,4.29,7,0.047,0.0017,0.0761
intermediary,7,3.18,3,0.02,0.0017,0.044
postulates,7,2.54,7,0.047,0.0017,0.1286
consolidate,7,3.47,7,0.047,0.0017,0.0941
